사용월,호선명,역ID,지하철역,승차승객수,하차승객수,
2021-12,9호선,629,선유도,"223,067","213,963",
2021-12,9호선,630,당산,"483,307","480,722",
2021-12,9호선,631,국회의사당,"402,019","411,808",
2021-12,9호선,632,여의도,"688,718","655,474",
2021-12,9호선,633,샛강,"146,272","154,459",
2021-12,9호선,634,노량진,"709,077","686,230",
2021-12,9호선,635,노들,"119,750","101,825",
2021-12,9호선,636,흑석(중앙대입구),"209,524","217,855",
2021-12,9호선,637,동작(현충원),"49,300","39,473",
2021-12,9호선,638,구반포,"43,326","44,983",
2021-12,9호선,639,신반포,"88,018","86,736",
2021-12,9호선,640,고속터미널,"344,745","453,603",
2021-12,9호선,641,사평,"92,848","91,307",
2021-12,9호선,642,신논현,"869,622","866,056",
2021-12,공항철도 1호선,656,서울역,"227,744","214,119",
2021-12,공항철도 1호선,657,공덕,"60,487","81,505",
2021-12,공항철도 1호선,658,홍대입구,"287,882","291,623",
2021-12,공항철도 1호선,659,디지털미디어시티,"342,956","314,673",
2021-12,공항철도 1호선,660,마곡나루(서울식물원),"202,043","197,196",
2021-12,공항철도 1호선,661,김포공항,"350,852","196,991",
2021-12,공항철도 1호선,662,계양,"269,263","253,525",
2021-12,공항철도 1호선,663,검암,"180,004","177,661",
2021-12,공항철도 1호선,664,청라국제도시,"178,158","168,493",
2021-12,공항철도 1호선,665,운서,"186,380","186,934",
2021-12,공항철도 1호선,666,공항화물청사,"60,807","65,840",
2021-12,공항철도 1호선,667,인천공항1터미널,"111,935","118,450",
2021-12,공항철도 1호선,668,인천공항2터미널,"64,720","61,914",
2021-12,공항철도 1호선,669,영종,"83,147","83,633",
2021-12,9호선2~3단계,643,언주,"281,211","285,968",
2021-12,9호선2~3단계,644,선정릉,"244,529","268,463",
2021-12,9호선2~3단계,645,삼성중앙,"171,088","180,193",
2021-12,9호선2~3단계,646,봉은사,"458,067","473,006",
2021-12,9호선2~3단계,647,종합운동장,"110,876","107,934",
2021-12,9호선2~3단계,648,삼전,"186,757","180,850",
2021-12,9호선2~3단계,649,석촌고분,"165,169","163,571",
2021-12,9호선2~3단계,650,석촌,"227,920","200,119",
2021-12,9호선2~3단계,651,송파나루,"140,890","150,363",
2021-12,9호선2~3단계,652,한성백제,"68,693","62,275",
2021-12,9호선2~3단계,653,올림픽공원(한국체대),"197,665","193,007",
2021-12,9호선2~3단계,654,둔촌오륜,"30,608","28,665",
2021-12,9호선2~3단계,655,중앙보훈병원,"263,745","233,297",
2021-12,우이신설선,713,북한산우이,"76,806","70,898",
2021-12,우이신설선,714,솔밭공원,"65,729","62,707",
2021-12,우이신설선,715,4.19민주묘지,"76,995","72,576",
2021-12,우이신설선,716,가오리,"110,011","108,434",
2021-12,우이신설선,717,화계,"91,530","85,751",
2021-12,우이신설선,718,삼양,"55,187","58,679",
2021-12,우이신설선,719,삼양사거리,"66,532","66,982",
2021-12,우이신설선,720,솔샘,"154,156","143,618",
2021-12,우이신설선,721,북한산보국문,"162,606","153,956",
2021-12,우이신설선,722,정릉,"124,880","113,381",
2021-12,우이신설선,723,성신여대입구(돈암),"91,571","101,326",
2021-12,우이신설선,724,보문,"41,012","41,211",
2021-12,우이신설선,725,신설동,"55,769","54,272",
